timestamp,temperature,humidity,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,shortwave_radiation,direct_radiation,diffuse_radiation,precipitation,wind_speed
2026-05-02 17:00:00,28.8,66,100,13,13,99,277.0,94.0,183.0,0.1,10.7
2026-05-02 18:00:00,28.0,71,100,25,6,100,156.0,70.0,86.0,0.0,10.2
2026-05-02 19:00:00,26.4,79,98,37,21,98,33.0,8.0,25.0,0.0,8.5
2026-05-02 20:00:00,25.4,87,100,9,6,100,0.0,0.0,0.0,0.0,10.1
2026-05-02 21:00:00,25.1,88,99,1,8,99,0.0,0.0,0.0,0.0,11.8
2026-05-02 22:00:00,24.7,89,98,5,2,98,0.0,0.0,0.0,0.0,11.0
2026-05-02 23:00:00,24.4,91,79,5,1,77,0.0,0.0,0.0,0.0,8.7
2026-05-03 00:00:00,24.0,92,76,2,0,76,0.0,0.0,0.0,0.0,7.1
2026-05-03 01:00:00,23.8,94,95,1,0,95,0.0,0.0,0.0,0.0,8.5
2026-05-03 02:00:00,24.2,94,99,6,1,99,0.0,0.0,0.0,0.0,10.4
2026-05-03 03:00:00,24.1,94,100,13,13,100,0.0,0.0,0.0,0.0,9.1
2026-05-03 04:00:00,23.5,95,100,38,44,100,0.0,0.0,0.0,2.6,7.4
2026-05-03 05:00:00,23.2,96,100,11,30,100,0.0,0.0,0.0,3.7,5.1
2026-05-03 06:00:00,23.2,97,100,0,32,100,0.0,0.0,0.0,0.4,9.4
2026-05-03 07:00:00,23.7,95,100,1,4,100,30.0,0.0,30.0,0.1,5.5
2026-05-03 08:00:00,23.7,97,100,77,91,99,126.0,10.0,116.0,0.2,6.8
2026-05-03 09:00:00,24.2,91,100,74,82,97,93.0,4.0,89.0,4.7,10.4
2026-05-03 10:00:00,24.7,89,100,100,35,89,208.0,16.0,192.0,1.7,10.5
2026-05-03 11:00:00,24.7,87,100,99,27,98,200.0,5.0,195.0,0.8,8.5
2026-05-03 12:00:00,25.7,80,97,95,5,39,345.0,55.0,290.0,0.1,11.3
2026-05-03 13:00:00,27.4,72,100,99,48,91,782.0,415.0,367.0,0.0,14.2
2026-05-03 14:00:00,27.5,66,54,6,51,5,434.0,132.0,302.0,0.0,14.4
2026-05-03 15:00:00,27.0,67,56,5,44,20,629.0,406.0,223.0,0.1,15.9
2026-05-03 16:00:00,26.3,59,95,0,47,93,464.0,262.0,202.0,0.0,15.1
2026-05-03 17:00:00,25.6,61,100,0,19,100,237.0,82.0,155.0,0.0,11.6
2026-05-03 18:00:00,24.9,69,100,0,19,100,114.0,15.0,99.0,0.0,8.0
2026-05-03 19:00:00,23.9,76,100,4,16,100,18.0,0.0,18.0,0.2,7.4
2026-05-03 20:00:00,23.1,75,100,0,95,100,0.0,0.0,0.0,0.1,12.5
2026-05-03 21:00:00,22.7,75,100,0,21,100,0.0,0.0,0.0,0.0,14.7
2026-05-03 22:00:00,22.3,75,77,0,38,63,0.0,0.0,0.0,0.1,11.8
2026-05-03 23:00:00,21.8,74,59,0,29,44,0.0,0.0,0.0,0.0,10.2
2026-05-04 00:00:00,21.1,76,78,16,5,73,0.0,0.0,0.0,0.0,8.9
2026-05-04 01:00:00,20.5,77,84,3,3,82,0.0,0.0,0.0,0.0,10.4
2026-05-04 02:00:00,21.1,79,100,0,29,100,0.0,0.0,0.0,0.0,11.3
2026-05-04 03:00:00,21.0,80,100,0,100,100,0.0,0.0,0.0,0.0,11.9
2026-05-04 04:00:00,21.1,82,100,0,100,88,0.0,0.0,0.0,0.0,11.2
2026-05-04 05:00:00,21.0,82,98,0,81,89,0.0,0.0,0.0,0.0,10.1
2026-05-04 06:00:00,20.7,81,63,0,52,24,0.0,0.0,0.0,0.0,10.1
2026-05-04 07:00:00,21.1,80,95,0,86,60,56.0,19.0,37.0,0.0,9.8
2026-05-04 08:00:00,21.9,80,100,0,16,100,165.0,37.0,128.0,0.0,9.2
2026-05-04 09:00:00,23.3,73,100,1,39,100,379.0,175.0,204.0,0.0,10.5
2026-05-04 10:00:00,24.4,68,100,0,98,99,469.0,164.0,305.0,0.0,10.3
2026-05-04 11:00:00,24.5,67,100,2,100,100,331.0,58.0,273.0,0.0,8.4
2026-05-04 12:00:00,23.8,70,100,61,100,100,251.0,26.0,225.0,0.2,9.6
2026-05-04 13:00:00,22.8,79,100,2,100,100,258.0,38.0,220.0,0.6,11.0
2026-05-04 14:00:00,24.1,70,100,66,24,100,230.0,11.0,219.0,0.5,5.8
2026-05-04 15:00:00,23.6,73,100,11,100,100,267.0,9.0,258.0,0.2,6.7
2026-05-04 16:00:00,23.2,77,100,0,100,100,176.0,5.0,171.0,0.3,8.9
2026-05-04 17:00:00,23.2,78,100,22,100,100,171.0,19.0,152.0,0.1,7.2
2026-05-04 18:00:00,22.7,82,100,7,100,96,48.0,0.0,48.0,0.0,5.4
2026-05-04 19:00:00,22.1,85,98,14,96,29,11.0,0.0,11.0,0.0,5.9
2026-05-04 20:00:00,22.1,88,91,9,76,60,0.0,0.0,0.0,0.0,5.4
2026-05-04 21:00:00,21.6,90,100,3,100,84,0.0,0.0,0.0,0.0,4.4
2026-05-04 22:00:00,21.6,91,100,100,100,44,0.0,0.0,0.0,0.0,3.5
2026-05-04 23:00:00,21.6,93,100,100,95,18,0.0,0.0,0.0,0.0,4.0
2026-05-05 00:00:00,21.6,93,100,100,20,32,0.0,0.0,0.0,0.0,3.1
2026-05-05 01:00:00,21.5,94,100,100,100,15,0.0,0.0,0.0,0.1,2.6
2026-05-05 02:00:00,20.8,97,100,100,5,6,0.0,0.0,0.0,0.4,1.7
2026-05-05 03:00:00,21.1,96,100,100,100,1,0.0,0.0,0.0,0.5,4.2
2026-05-05 04:00:00,21.0,96,100,100,100,13,0.0,0.0,0.0,0.5,3.6
2026-05-05 05:00:00,21.0,96,100,8,100,0,0.0,0.0,0.0,0.1,5.4
2026-05-05 06:00:00,21.0,95,100,100,100,2,0.0,0.0,0.0,0.0,4.1
2026-05-05 07:00:00,21.2,91,100,100,0,0,24.0,0.0,24.0,0.0,5.0
2026-05-05 08:00:00,21.4,89,100,100,31,0,135.0,24.0,111.0,0.0,6.6
2026-05-05 09:00:00,22.0,84,100,100,16,3,158.0,10.0,148.0,0.0,9.8
2026-05-05 10:00:00,22.7,80,100,100,47,2,230.0,16.0,214.0,0.0,8.8
2026-05-05 11:00:00,22.8,80,100,100,100,13,184.0,28.0,156.0,0.0,6.0
2026-05-05 12:00:00,23.3,79,100,100,100,31,228.0,9.0,219.0,0.0,3.1
2026-05-05 13:00:00,23.3,79,100,100,100,3,184.0,11.0,173.0,0.3,3.3
2026-05-05 14:00:00,22.8,79,100,100,100,2,200.0,7.0,193.0,0.0,3.1
2026-05-05 15:00:00,22.7,81,100,100,100,0,124.0,1.0,123.0,0.1,5.6
2026-05-05 16:00:00,22.6,83,100,100,100,0,157.0,15.0,142.0,0.6,7.2
2026-05-05 17:00:00,22.3,85,94,82,93,0,144.0,12.0,132.0,0.8,6.3
2026-05-05 18:00:00,21.8,89,100,96,100,0,52.0,2.0,50.0,0.0,4.8
2026-05-05 19:00:00,21.5,92,100,100,100,0,9.0,0.0,9.0,0.0,4.7
2026-05-05 20:00:00,21.8,90,8,3,5,0,0.0,0.0,0.0,0.0,5.4
2026-05-05 21:00:00,21.4,93,6,4,3,0,0.0,0.0,0.0,0.0,7.4
2026-05-05 22:00:00,21.0,94,9,5,4,0,0.0,0.0,0.0,0.0,7.2
2026-05-05 23:00:00,20.8,95,19,14,5,0,0.0,0.0,0.0,0.0,7.1
2026-05-06 00:00:00,20.5,96,28,27,2,0,0.0,0.0,0.0,0.0,6.5
2026-05-06 01:00:00,20.3,97,45,44,5,0,0.0,0.0,0.0,0.0,5.3
2026-05-06 02:00:00,20.4,98,100,100,40,0,0.0,0.0,0.0,0.0,4.2
2026-05-06 03:00:00,20.9,97,100,100,81,0,0.0,0.0,0.0,0.0,5.1
2026-05-06 04:00:00,21.0,95,100,100,11,0,0.0,0.0,0.0,0.0,5.1
2026-05-06 05:00:00,21.0,95,9,9,1,0,0.0,0.0,0.0,0.0,6.2
2026-05-06 06:00:00,21.0,95,79,79,0,0,0.0,0.0,0.0,0.0,4.6
2026-05-06 07:00:00,21.3,93,91,91,1,0,33.0,10.0,23.0,0.0,6.5
2026-05-06 08:00:00,22.0,87,100,100,4,0,137.0,30.0,107.0,0.0,6.1
2026-05-06 09:00:00,23.1,82,100,100,1,0,261.0,37.0,224.0,0.0,7.5
2026-05-06 10:00:00,23.7,80,100,100,16,0,261.0,7.0,254.0,0.0,7.7
2026-05-06 11:00:00,24.4,78,100,100,2,0,311.0,28.0,283.0,0.0,6.6
2026-05-06 12:00:00,25.3,76,100,100,1,0,395.0,50.0,345.0,0.0,6.1
2026-05-06 13:00:00,26.0,76,100,100,2,0,445.0,83.0,362.0,0.1,6.4
2026-05-06 14:00:00,26.0,75,100,100,0,0,434.0,123.0,311.0,0.1,6.4
2026-05-06 15:00:00,26.6,73,100,100,9,0,418.0,117.0,301.0,0.0,7.3
2026-05-06 16:00:00,26.7,73,94,92,14,0,370.0,111.0,259.0,0.1,11.3
2026-05-06 17:00:00,26.3,76,38,32,8,0,270.0,72.0,198.0,0.0,13.9
2026-05-06 18:00:00,25.7,79,100,100,12,0,144.0,43.0,101.0,0.0,10.5
2026-05-06 19:00:00,25.1,83,100,100,5,0,19.0,0.0,19.0,0.0,9.3
2026-05-06 20:00:00,24.1,87,99,99,3,0,0.0,0.0,0.0,0.0,8.0
2026-05-06 21:00:00,23.9,88,6,5,2,0,0.0,0.0,0.0,0.0,8.8
2026-05-06 22:00:00,23.2,91,12,10,4,0,0.0,0.0,0.0,0.0,9.2
2026-05-06 23:00:00,22.8,93,15,15,1,0,0.0,0.0,0.0,0.0,8.6
2026-05-07 00:00:00,22.6,94,17,16,2,0,0.0,0.0,0.0,0.0,7.5
2026-05-07 01:00:00,22.3,95,20,20,4,0,0.0,0.0,0.0,0.0,6.2
2026-05-07 02:00:00,22.5,96,5,2,0,4,0.0,0.0,0.0,0.0,8.5
2026-05-07 03:00:00,22.4,96,5,2,0,4,0.0,0.0,0.0,0.0,7.3
2026-05-07 04:00:00,22.2,96,10,3,0,8,0.0,0.0,0.0,0.0,6.0
2026-05-07 05:00:00,22.0,97,3,3,0,0,0.0,0.0,0.0,0.0,5.0
2026-05-07 06:00:00,21.6,98,16,14,2,2,0.0,0.0,0.0,0.0,3.8
2026-05-07 07:00:00,22.7,96,53,25,5,37,64.0,24.0,40.0,0.0,5.3
2026-05-07 08:00:00,24.4,90,41,41,1,1,232.0,126.0,106.0,0.0,9.9
2026-05-07 09:00:00,25.9,84,82,78,2,14,405.0,223.0,182.0,0.1,7.9
2026-05-07 10:00:00,26.9,80,37,9,14,18,512.0,308.0,204.0,0.0,7.3
2026-05-07 11:00:00,28.4,72,39,30,10,5,756.0,577.0,179.0,0.3,9.1
2026-05-07 12:00:00,29.5,67,34,20,10,8,806.0,582.0,224.0,0.1,8.5
2026-05-07 13:00:00,30.5,62,38,22,7,16,838.0,634.0,204.0,0.1,8.3
2026-05-07 14:00:00,30.4,60,36,25,10,9,823.0,601.0,222.0,0.1,6.2
2026-05-07 15:00:00,30.6,61,46,6,23,30,718.0,524.0,194.0,0.0,7.2
2026-05-07 16:00:00,29.4,66,82,38,58,44,570.0,411.0,159.0,0.3,9.4
2026-05-07 17:00:00,28.7,69,63,4,9,58,352.0,196.0,156.0,0.3,8.9
2026-05-07 18:00:00,28.0,74,89,6,17,86,155.0,55.0,100.0,0.0,7.6
2026-05-07 19:00:00,26.5,85,100,36,16,100,30.0,5.0,25.0,0.1,3.3
2026-05-07 20:00:00,25.7,88,91,7,5,90,0.0,0.0,0.0,2.5,5.0
2026-05-07 21:00:00,25.5,89,99,6,7,99,0.0,0.0,0.0,0.1,4.3
2026-05-07 22:00:00,25.3,90,100,13,9,100,0.0,0.0,0.0,0.0,4.8
2026-05-07 23:00:00,24.9,92,100,8,9,100,0.0,0.0,0.0,0.0,5.9
2026-05-08 00:00:00,24.5,93,100,50,52,100,0.0,0.0,0.0,0.6,4.2
2026-05-08 01:00:00,24.0,98,100,33,15,100,0.0,0.0,0.0,0.9,2.9
2026-05-08 02:00:00,23.8,96,100,22,20,100,0.0,0.0,0.0,0.8,1.1
2026-05-08 03:00:00,23.7,96,87,16,27,79,0.0,0.0,0.0,0.1,0.6
2026-05-08 04:00:00,23.6,97,99,25,23,99,0.0,0.0,0.0,0.1,1.0
2026-05-08 05:00:00,23.4,97,84,46,72,18,0.0,0.0,0.0,0.1,5.4
2026-05-08 06:00:00,22.7,98,100,100,73,27,0.0,0.0,0.0,3.7,8.4
2026-05-08 07:00:00,23.0,97,56,20,34,21,28.0,0.0,28.0,1.1,5.4
2026-05-08 08:00:00,24.7,95,100,35,100,99,179.0,49.0,130.0,3.4,3.5
2026-05-08 09:00:00,25.0,92,100,100,100,100,149.0,8.0,141.0,0.9,3.7
2026-05-08 10:00:00,25.1,90,100,98,97,100,149.0,0.0,149.0,0.3,6.7
2026-05-08 11:00:00,25.9,86,100,88,72,99,362.0,59.0,303.0,0.2,7.9
2026-05-08 12:00:00,26.6,82,98,30,9,98,418.0,54.0,364.0,0.1,7.6
2026-05-08 13:00:00,27.9,75,100,23,16,100,707.0,322.0,385.0,0.1,7.3
2026-05-08 14:00:00,27.5,76,100,17,42,100,626.0,246.0,380.0,0.1,10.2
2026-05-08 15:00:00,27.3,77,55,33,28,9,458.0,145.0,313.0,0.1,12.1
2026-05-08 16:00:00,27.5,77,71,41,35,23,554.0,345.0,209.0,0.1,11.2
2026-05-08 17:00:00,26.6,80,90,2,23,87,351.0,192.0,159.0,0.0,12.2
2026-05-08 18:00:00,26.2,81,54,0,24,38,166.0,54.0,112.0,0.0,9.9
2026-05-08 19:00:00,25.3,87,100,5,100,6,35.0,8.0,27.0,0.0,5.0
2026-05-08 20:00:00,24.5,93,52,12,25,30,0.0,0.0,0.0,0.0,4.5
2026-05-08 21:00:00,24.7,92,46,12,29,15,0.0,0.0,0.0,0.0,7.7
2026-05-08 22:00:00,24.4,89,76,21,25,59,0.0,0.0,0.0,0.0,11.5
2026-05-08 23:00:00,23.8,88,85,34,62,45,0.0,0.0,0.0,0.0,10.4
2026-05-09 00:00:00,23.5,88,100,100,98,12,0.0,0.0,0.0,0.3,11.6
2026-05-09 01:00:00,23.2,90,100,100,98,25,0.0,0.0,0.0,0.3,13.2
2026-05-09 02:00:00,23.2,88,100,100,100,14,0.0,0.0,0.0,0.7,14.4
2026-05-09 03:00:00,22.7,87,100,96,100,35,0.0,0.0,0.0,0.2,15.0
2026-05-09 04:00:00,22.1,87,100,100,64,16,0.0,0.0,0.0,0.2,12.5
2026-05-09 05:00:00,22.0,86,100,100,77,2,0.0,0.0,0.0,0.0,9.4
2026-05-09 06:00:00,21.6,86,84,19,75,38,0.0,0.0,0.0,2.9,10.6
2026-05-09 07:00:00,21.2,92,100,94,100,27,26.0,6.0,20.0,6.1,9.9
2026-05-09 08:00:00,21.3,90,100,100,100,16,37.0,0.0,37.0,2.4,12.4
2026-05-09 09:00:00,21.9,88,100,100,100,8,121.0,2.0,119.0,0.3,10.3
2026-05-09 10:00:00,22.3,87,100,100,100,46,182.0,0.0,182.0,0.5,9.4
2026-05-09 11:00:00,22.7,86,100,100,100,68,188.0,7.0,181.0,0.6,7.9
2026-05-09 12:00:00,23.6,83,100,100,84,28,260.0,17.0,243.0,0.1,7.5
2026-05-09 13:00:00,24.8,77,100,100,95,84,387.0,45.0,342.0,0.0,8.0
2026-05-09 14:00:00,24.4,78,100,100,94,7,297.0,30.0,267.0,0.1,8.1
2026-05-09 15:00:00,24.7,77,100,100,26,22,219.0,27.0,192.0,0.1,8.9
2026-05-09 16:00:00,24.5,79,100,100,100,45,134.0,14.0,120.0,0.0,8.1
2026-05-09 17:00:00,24.2,81,100,100,100,11,64.0,2.0,62.0,0.2,6.1
2026-05-09 18:00:00,23.8,86,100,100,100,64,34.0,0.0,34.0,0.1,4.7
2026-05-09 19:00:00,23.4,89,100,100,100,95,8.0,0.0,8.0,0.0,4.5
2026-05-09 20:00:00,22.4,91,100,100,66,27,0.0,0.0,0.0,0.0,6.4
2026-05-09 21:00:00,22.3,92,100,100,100,7,0.0,0.0,0.0,0.0,5.5
2026-05-09 22:00:00,22.2,92,100,100,100,13,0.0,0.0,0.0,0.0,4.5
2026-05-09 23:00:00,22.1,93,100,100,84,98,0.0,0.0,0.0,0.0,3.8
2026-05-10 00:00:00,22.0,94,100,100,6,100,0.0,0.0,0.0,0.0,3.6
2026-05-10 01:00:00,21.9,94,100,100,36,74,0.0,0.0,0.0,0.0,3.6
2026-05-10 02:00:00,21.9,95,100,100,41,9,0.0,0.0,0.0,0.0,5.7
2026-05-10 03:00:00,21.8,95,100,100,99,98,0.0,0.0,0.0,0.0,5.1
2026-05-10 04:00:00,21.6,94,100,100,100,44,0.0,0.0,0.0,0.0,5.6
2026-05-10 05:00:00,21.6,94,100,91,100,95,0.0,0.0,0.0,0.0,4.0
2026-05-10 06:00:00,21.6,93,100,25,100,88,0.0,0.0,0.0,0.0,3.6
2026-05-10 07:00:00,21.9,92,85,22,18,77,41.0,2.0,39.0,0.0,3.8
2026-05-10 08:00:00,22.5,91,100,100,100,100,194.0,85.0,109.0,0.0,2.7
2026-05-10 09:00:00,23.6,87,98,84,95,48,189.0,9.0,180.0,0.0,4.7
2026-05-10 10:00:00,25.0,81,100,100,23,31,339.0,76.0,263.0,0.1,6.0
2026-05-10 11:00:00,26.2,74,100,100,13,9,481.0,145.0,336.0,0.2,5.7
2026-05-10 12:00:00,26.8,73,100,100,6,72,472.0,87.0,385.0,0.1,4.4
2026-05-10 13:00:00,27.1,72,100,100,9,100,463.0,65.0,398.0,0.1,4.0
2026-05-10 14:00:00,27.0,71,100,97,52,98,422.0,101.0,321.0,0.0,5.5
2026-05-10 15:00:00,27.6,68,92,68,41,70,424.0,126.0,298.0,0.0,4.5
2026-05-10 16:00:00,27.8,68,95,94,30,5,427.0,196.0,231.0,0.0,3.8
2026-05-10 17:00:00,27.6,68,66,34,45,14,273.0,129.0,144.0,0.0,0.4
2026-05-10 18:00:00,27.3,70,100,20,100,25,157.0,66.0,91.0,0.0,1.7
2026-05-10 19:00:00,26.1,82,99,20,98,97,26.0,4.0,22.0,0.0,1.5
2026-05-10 20:00:00,24.8,86,6,1,5,1,0.0,0.0,0.0,0.0,4.2
2026-05-10 21:00:00,24.2,90,23,5,3,16,0.0,0.0,0.0,0.0,3.8
2026-05-10 22:00:00,23.9,91,6,0,4,2,0.0,0.0,0.0,0.0,5.4
2026-05-10 23:00:00,23.6,92,32,0,3,30,0.0,0.0,0.0,0.0,6.1
2026-05-11 00:00:00,23.4,93,36,0,0,36,0.0,0.0,0.0,0.0,6.6
2026-05-11 01:00:00,23.2,94,97,0,0,97,0.0,0.0,0.0,0.0,5.2
2026-05-11 02:00:00,23.3,93,99,1,9,99,0.0,0.0,0.0,0.0,5.4
2026-05-11 03:00:00,23.3,95,100,4,12,100,0.0,0.0,0.0,0.0,3.6
2026-05-11 04:00:00,23.2,95,86,7,27,81,0.0,0.0,0.0,0.0,3.7
2026-05-11 05:00:00,22.9,96,100,11,52,100,0.0,0.0,0.0,0.0,3.7
2026-05-11 06:00:00,22.9,96,100,20,99,82,0.0,0.0,0.0,0.0,3.8
2026-05-11 07:00:00,23.7,93,100,30,66,100,49.0,10.0,39.0,0.0,6.1
2026-05-11 08:00:00,24.7,88,55,35,20,17,176.0,39.0,137.0,0.0,10.4
2026-05-11 09:00:00,26.1,81,100,43,78,99,386.0,210.0,176.0,0.0,9.1
2026-05-11 10:00:00,27.0,77,100,80,78,99,379.0,130.0,249.0,0.0,7.8
2026-05-11 11:00:00,27.7,74,61,42,11,24,447.0,103.0,344.0,0.2,7.6
2026-05-11 12:00:00,29.2,69,99,34,34,98,770.0,520.0,250.0,0.2,8.5
2026-05-11 13:00:00,29.9,70,100,7,20,100,835.0,537.0,298.0,0.0,9.2
2026-05-11 14:00:00,29.7,64,98,22,13,97,748.0,423.0,325.0,0.0,9.1
2026-05-11 15:00:00,30.5,61,48,17,9,33,715.0,483.0,232.0,0.1,10.0
2026-05-11 16:00:00,30.7,60,67,6,8,63,522.0,363.0,159.0,0.0,9.3
2026-05-11 17:00:00,30.8,59,19,6,8,8,401.0,268.0,133.0,0.0,7.1
2026-05-11 18:00:00,30.4,60,84,5,12,81,205.0,114.0,91.0,0.0,2.3
2026-05-11 19:00:00,28.0,77,23,5,9,10,40.0,11.0,29.0,0.0,4.3
2026-05-11 20:00:00,27.1,84,96,14,5,95,0.0,0.0,0.0,0.0,4.6
2026-05-11 21:00:00,26.5,85,48,20,1,34,0.0,0.0,0.0,0.0,7.5
2026-05-11 22:00:00,25.9,88,8,3,5,0,0.0,0.0,0.0,0.0,9.9
2026-05-11 23:00:00,25.5,91,21,15,10,0,0.0,0.0,0.0,0.0,9.9
2026-05-12 00:00:00,25.2,93,25,5,7,16,0.0,0.0,0.0,0.0,9.5
2026-05-12 01:00:00,24.9,93,92,0,2,91,0.0,0.0,0.0,0.0,9.2
2026-05-12 02:00:00,25.1,93,89,0,5,88,0.0,0.0,0.0,0.0,8.8
2026-05-12 03:00:00,24.9,92,96,0,6,95,0.0,0.0,0.0,0.0,8.7
2026-05-12 04:00:00,24.5,93,97,2,9,96,0.0,0.0,0.0,0.0,7.0
2026-05-12 05:00:00,24.3,94,98,4,1,98,0.0,0.0,0.0,0.0,6.7
2026-05-12 06:00:00,24.2,94,96,9,5,96,1.0,0.0,1.0,0.0,6.4
2026-05-12 07:00:00,25.0,92,66,13,5,61,69.0,25.0,44.0,0.0,6.7
2026-05-12 08:00:00,26.1,88,99,6,0,99,253.0,152.0,101.0,0.0,4.6
2026-05-12 09:00:00,27.6,82,99,9,0,99,464.0,330.0,134.0,0.0,4.2
2026-05-12 10:00:00,28.9,76,52,7,13,44,641.0,461.0,180.0,0.1,4.6
2026-05-12 11:00:00,30.0,69,90,10,16,88,757.0,574.0,183.0,0.2,5.4
2026-05-12 12:00:00,30.8,65,97,15,30,95,798.0,597.0,201.0,0.1,5.8
2026-05-12 13:00:00,31.2,65,100,9,29,100,864.0,666.0,198.0,0.1,5.6
2026-05-12 14:00:00,31.4,59,86,7,9,84,852.0,650.0,202.0,0.0,3.9
2026-05-12 15:00:00,31.9,57,99,5,6,99,763.0,531.0,232.0,0.1,3.7
2026-05-12 16:00:00,31.8,57,99,6,5,99,473.0,186.0,287.0,0.1,3.1
2026-05-12 17:00:00,31.6,57,100,3,3,100,311.0,85.0,226.0,0.0,2.7
2026-05-12 18:00:00,30.9,64,98,2,2,98,162.0,30.0,132.0,0.0,3.6
2026-05-12 19:00:00,29.0,74,95,2,9,95,44.0,8.0,36.0,0.0,5.7
2026-05-12 20:00:00,28.1,83,82,8,4,80,0.0,0.0,0.0,0.0,8.5
2026-05-12 21:00:00,27.1,88,89,13,14,86,0.0,0.0,0.0,0.3,9.3
2026-05-12 22:00:00,27.0,92,95,1,3,95,0.0,0.0,0.0,0.0,8.7
2026-05-12 23:00:00,26.7,94,97,1,4,97,0.0,0.0,0.0,0.0,9.7
2026-05-13 00:00:00,26.5,94,92,2,6,92,0.0,0.0,0.0,0.0,8.6
2026-05-13 01:00:00,26.1,93,98,1,2,98,0.0,0.0,0.0,0.0,8.3
2026-05-13 02:00:00,26.4,90,59,5,2,55,0.0,0.0,0.0,0.0,7.4
2026-05-13 03:00:00,25.7,90,24,8,2,17,0.0,0.0,0.0,0.0,8.1
2026-05-13 04:00:00,25.4,91,9,5,0,5,0.0,0.0,0.0,0.0,8.4
2026-05-13 05:00:00,25.1,93,25,1,0,24,0.0,0.0,0.0,0.0,9.1
